Zip Code,2023,2024,YoY Change,%change
95335,7,8,1,0.142857143
95336,730,962,232,0.317808219
95337,1681,2311,630,0.374776919
95338,134,166,32,0.23880597
95340,499,633,134,0.268537074
95341,203,271,68,0.334975369
95343,5,9,4,0.8
95344,3,8,5,1.666666667
95345,6,9,3,0.5
95346,19,21,2,0.105263158
95347,1,1,0,0
95348,379,516,137,0.361477573
95350,580,763,183,0.315517241
95351,270,400,130,0.481481481
95352,11,15,4,0.363636364
95353,3,4,1,0.333333333
95354,269,335,66,0.24535316
95355,1036,1304,268,0.258687259
95356,879,1138,259,0.294653015
95357,156,206,50,0.320512821
95358,221,323,102,0.461538462
95360,156,200,44,0.282051282
95361,454,589,135,0.297356828
95363,686,891,205,0.298833819
95364,5,5,0,0
95365,21,31,10,0.476190476
95366,417,532,115,0.275779376
95367,341,446,105,0.307917889
95368,190,260,70,0.368421053
95369,6,10,4,0.666666667
95370,321,406,85,0.264797508
95372,35,41,6,0.171428571
95373,,2,2,NaN
95374,14,16,2,0.142857143
95375,,3,3,NaN
95376,1240,1545,305,0.245967742
95377,2564,3267,703,0.274180967
95378,14,21,7,0.5
95379,33,40,7,0.212121212
95380,477,654,177,0.371069182
95381,10,19,9,0.9
95382,799,1042,243,0.304130163
95383,65,79,14,0.215384615
95385,,2,2,NaN
95386,101,129,28,0.277227723
95387,7,9,2,0.285714286
95388,72,109,37,0.513888889
95389,13,23,10,0.769230769
95391,3046,3717,671,0.220288903
95401,873,1078,205,0.234822451
95402,31,41,10,0.322580645
95403,1504,1885,381,0.253324468
95404,1865,2266,401,0.215013405
95405,918,1105,187,0.203703704
95406,7,13,6,0.857142857
95407,742,930,188,0.253369272
95408,,,0,NaN
95409,1227,1517,290,0.236348818
95410,38,44,6,0.157894737
95412,6,10,4,0.666666667
95415,23,34,11,0.47826087
95416,10,10,0,0
95417,,,0,NaN
95418,3,3,0,0
95419,16,14,-2,-0.125
95420,20,27,7,0.35
95421,52,59,7,0.134615385
95422,84,116,32,0.380952381
95423,39,50,11,0.282051282
95424,3,3,0,0
95425,302,352,50,0.165562914
95426,31,47,16,0.516129032
95427,12,12,0,0
95428,10,12,2,0.2
95429,1,2,1,1
95430,5,4,-1,-0.2
95431,2,2,0,0
95432,15,16,1,0.066666667
95433,8,9,1,0.125
95435,1,1,0,0
95436,226,272,46,0.203539823
95437,257,318,61,0.237354086
95439,12,14,2,0.166666667
95441,89,101,12,0.134831461
95442,175,216,41,0.234285714
95443,3,3,0,0
95444,65,72,7,0.107692308
95445,122,141,19,0.155737705
95446,162,215,53,0.327160494
95448,924,1130,206,0.222943723
95449,33,36,3,0.090909091
95450,26,26,0,0
95451,125,176,51,0.408
95452,105,116,11,0.104761905
95453,142,178,36,0.253521127
95454,17,28,11,0.647058824
95456,42,39,-3,-0.071428571
95457,43,50,7,0.162790698
95458,22,28,6,0.272727273
95459,25,26,1,0.04
95460,126,147,21,0.166666667
95461,65,71,6,0.092307692
95462,49,56,7,0.142857143
95463,6,8,2,0.333333333
95464,20,27,7,0.35
95465,120,141,21,0.175
95466,26,35,9,0.346153846
95467,164,196,32,0.195121951
95468,50,57,7,0.14
95469,17,22,5,0.294117647
95470,95,126,31,0.326315789
95471,3,6,3,1
95472,1779,2097,318,0.178752108
95473,24,26,2,0.083333333
95476,1538,1820,282,0.183355007
95480,6,5,-1,-0.166666667
95481,5,5,0,0
95482,494,626,132,0.267206478
95485,14,16,2,0.142857143
95486,5,5,0,0
95487,9,10,1,0.111111111
95488,5,6,1,0.2
95490,171,206,35,0.204678363
95492,948,1215,267,0.28164557
95493,2,4,2,1
95494,7,9,2,0.285714286
95497,58,73,15,0.25862069
95501,317,375,58,0.1829653
95502,20,31,11,0.55
95503,434,523,89,0.205069124
95514,,,0,NaN
95518,19,24,5,0.263157895
95519,481,561,80,0.166320166
95521,437,500,63,0.14416476
95524,107,124,17,0.158878505
95525,48,54,6,0.125
95526,3,2,-1,-0.333333333
95527,1,4,3,3
95528,15,16,1,0.066666667
95531,144,183,39,0.270833333
95534,1,,-1,-1
95536,44,44,0,0
95537,4,4,0,0
95538,,1,1,NaN
95540,188,222,34,0.180851064
95542,22,29,7,0.318181818
95543,13,14,1,0.076923077
95545,3,3,0,0
95546,8,10,2,0.25
95547,19,22,3,0.157894737
95548,7,9,2,0.285714286
95549,35,42,7,0.2
95550,,3,3,NaN
95551,18,24,6,0.333333333
95552,,2,2,NaN
95553,6,5,-1,-0.166666667
95554,1,2,1,1
95555,3,5,2,0.666666667
95556,5,3,-2,-0.4
95558,6,6,0,0
95559,2,2,0,0
95560,18,27,9,0.5
95562,32,32,0,0
95563,3,5,2,0.666666667
95564,11,12,1,0.090909091
95565,9,8,-1,-0.111111111
95567,14,19,5,0.357142857
95568,,,0,NaN
95569,1,2,1,1
95570,141,147,6,0.042553191
95571,7,6,-1,-0.142857143
95573,24,30,6,0.25
95585,1,3,2,2
95587,3,2,-1,-0.333333333
95589,17,19,2,0.117647059
95595,1,,-1,-1
95601,14,19,5,0.357142857
95602,499,590,91,0.182364729
95603,770,945,175,0.227272727
95604,15,28,13,0.866666667
95605,285,415,130,0.456140351
95606,8,10,2,0.25
95607,8,9,1,0.125
95608,1598,2171,573,0.358573217
95609,4,9,5,1.25
95610,739,1034,295,0.399188092
95611,5,7,2,0.4
95612,27,35,8,0.296296296
95613,15,16,1,0.066666667
95614,93,118,25,0.268817204
95615,9,11,2,0.222222222
95616,1877,2306,429,0.228556207
95617,20,22,2,0.1
95618,1539,1833,294,0.191033138
95619,44,62,18,0.409090909
95620,547,736,189,0.345521024
95621,535,795,260,0.485981308
95623,77,97,20,0.25974026
95624,2392,3072,680,0.284280936
95625,,3,3,NaN
95626,110,150,40,0.363636364
95627,29,42,13,0.448275862
95628,1401,1780,379,0.270521056
95629,24,24,0,0
95630,4649,6075,1426,0.306732631
95631,77,110,33,0.428571429
95632,502,666,164,0.326693227
95633,48,50,2,0.041666667
95634,25,35,10,0.4
95635,13,18,5,0.384615385
95636,6,7,1,0.166666667
95637,8,13,5,0.625
95638,38,57,19,0.5
95639,7,11,4,0.571428571
95640,117,154,37,0.316239316
95641,23,29,6,0.260869565
95642,86,112,26,0.302325581
95645,11,16,5,0.454545455
95646,7,8,1,0.142857143
95648,2133,2824,691,0.323956868
95650,625,773,148,0.2368
95651,22,26,4,0.181818182
95652,160,230,70,0.4375
95655,157,194,37,0.23566879
95656,14,11,-3,-0.214285714
95658,240,325,85,0.354166667
95659,6,7,1,0.166666667
95660,360,472,112,0.311111111
95661,1248,1596,348,0.278846154
95662,648,856,208,0.320987654
95663,128,153,25,0.1953125
95664,41,52,11,0.268292683
95665,48,56,8,0.166666667
95666,62,78,16,0.258064516
95667,684,831,147,0.214912281
95668,9,17,8,0.888888889
95669,48,62,14,0.291666667
95670,1436,1915,479,0.33356546
95671,,1,1,NaN
95672,146,180,34,0.232876712
95673,218,298,80,0.366972477
95674,8,10,2,0.25
95675,1,3,2,2
95676,1,2,1,1
95677,1137,1418,281,0.247141601
95678,1131,1468,337,0.297966401
95679,4,3,-1,-0.25
95680,2,3,1,0.5
95681,14,14,0,0
95682,855,1062,207,0.242105263
95683,281,354,73,0.259786477
95684,53,62,9,0.169811321
95685,105,136,31,0.295238095
95686,14,13,-1,-0.071428571
95687,1544,1941,397,0.257124352
95688,1126,1373,247,0.219360568
95689,20,26,6,0.3
95690,48,55,7,0.145833333
95691,1281,1662,381,0.297423888
95692,50,81,31,0.62
95693,230,291,61,0.265217391
95694,238,308,70,0.294117647
95695,540,698,158,0.292592593
95696,14,10,-4,-0.285714286
95697,3,2,-1,-0.333333333
95698,5,5,0,0
95699,2,3,1,0.5
95701,12,19,7,0.583333333
95703,38,43,5,0.131578947
95709,89,109,20,0.224719101
95712,7,8,1,0.142857143
95713,167,196,29,0.173652695
95714,3,4,1,0.333333333
95715,3,2,-1,-0.333333333
95717,1,2,1,1
95720,3,2,-1,-0.333333333
95722,204,243,39,0.191176471
95724,7,4,-3,-0.428571429
95726,107,120,13,0.121495327
95728,21,28,7,0.333333333
95735,4,4,0,0
95736,13,21,8,0.615384615
95741,6,18,12,2
95742,1253,1813,560,0.446927374
95743,,,0,NaN
95746,1640,1940,300,0.182926829
95747,4197,6085,1888,0.449845127
95757,3118,4170,1052,0.337395767
95758,2106,2720,614,0.291547958
95759,7,7,0,0
95762,3524,4314,790,0.224177072
95763,13,23,10,0.769230769
95765,2163,2774,611,0.28247804
95776,820,1069,249,0.303658537
95798,4,3,-1,-0.25
95811,390,488,98,0.251282051
95812,23,29,6,0.260869565
95813,2,2,0,0
95814,543,664,121,0.222836096
95815,231,339,108,0.467532468
95816,1371,1997,626,0.456601021
95817,340,412,72,0.211764706
95818,1178,1480,302,0.256366723
95819,977,1163,186,0.19037871
95820,499,626,127,0.254509018
95821,646,898,252,0.390092879
95822,928,1173,245,0.264008621
95823,753,1078,325,0.431606906
95824,236,343,107,0.453389831
95825,620,803,183,0.29516129
95826,643,879,236,0.367029549
95827,443,637,194,0.437923251
95828,1011,1567,556,0.549950544
95829,1444,1916,472,0.326869806
95830,33,40,7,0.212121212
95831,1509,1840,331,0.219350563
95832,120,184,64,0.533333333
95833,776,1104,328,0.422680412
95834,1952,2488,536,0.274590164
95835,1951,2625,674,0.345463865
95836,1,,-1,-1
95837,21,24,3,0.142857143
95838,400,552,152,0.38
95841,316,474,158,0.5
95842,455,629,174,0.382417582
95843,1207,1655,448,0.371168186
95851,2,4,2,1
95852,7,8,1,0.142857143
95853,1,,-1,-1
95860,4,4,0,0
95864,1180,1488,308,0.261016949
95865,8,10,2,0.25
95866,5,6,1,0.2
95867,,,0,NaN
95899,7,15,8,1.142857143
95901,301,392,91,0.302325581
95903,25,29,4,0.16
95910,1,1,0,0
95912,44,49,5,0.113636364
95913,2,2,0,0
95914,8,8,0,0
95916,4,4,0,0
95917,25,29,4,0.16
95918,29,44,15,0.517241379
95919,7,7,0,0
95920,3,4,1,0.333333333
95922,3,5,2,0.666666667
95924,3,4,1,0.333333333
95925,2,2,0,0
95926,458,574,116,0.253275109
95927,15,20,5,0.333333333
95928,610,727,117,0.191803279
95930,,1,1,NaN
95932,39,47,8,0.205128205
95934,3,3,0,0
95935,6,7,1,0.166666667
95936,1,4,3,3
95937,10,11,1,0.1
95938,59,77,18,0.305084746
95939,,,0,NaN
95940,1,,-1,-1
95941,4,6,2,0.5
95942,33,33,0,0
95943,5,5,0,0
95945,394,478,84,0.21319797
95946,225,294,69,0.306666667
95947,5,7,2,0.4
95948,58,83,25,0.431034483
95949,378,473,95,0.251322751
95950,3,3,0,0
95951,14,22,8,0.571428571
95953,102,136,34,0.333333333
95954,40,57,17,0.425
95955,3,8,5,1.666666667
95956,1,3,2,2
95957,7,7,0,0
95959,517,649,132,0.255319149
95960,15,18,3,0.2
95961,489,717,228,0.466257669
95962,21,27,6,0.285714286
95963,94,110,16,0.170212766
95965,116,159,43,0.370689655
95966,191,233,42,0.219895288
95967,3,4,1,0.333333333
95968,3,6,3,1
95969,111,162,51,0.459459459
95970,3,3,0,0
95971,44,52,8,0.181818182
95972,1,1,0,0
95973,614,766,152,0.247557003
95974,1,2,1,1
95975,39,53,14,0.358974359
95977,23,32,9,0.391304348
95978,1,1,0,0
95979,3,3,0,0
95982,24,27,3,0.125
95983,7,7,0,0
95986,,,0,NaN
95987,28,37,9,0.321428571
95988,55,65,10,0.181818182
95991,376,503,127,0.337765957
95992,15,23,8,0.533333333
95993,603,759,156,0.258706468
96001,543,678,135,0.248618785
96002,388,473,85,0.219072165
96003,503,630,127,0.252485089
96006,2,2,0,0
96007,126,157,31,0.246031746
96008,19,17,-2,-0.105263158
96010,,1,1,NaN
96011,1,1,0,0
96013,12,15,3,0.25
96014,1,1,0,0
96015,4,5,1,0.25
96017,3,3,0,0
96019,79,94,15,0.189873418
96020,13,11,-2,-0.153846154
96021,93,106,13,0.139784946
96022,140,173,33,0.235714286
96023,,1,1,NaN
96024,13,15,2,0.153846154
96025,11,13,2,0.181818182
96027,5,8,3,0.6
96028,9,8,-1,-0.111111111
96029,1,1,0,0
96031,1,1,0,0
96032,14,16,2,0.142857143
96033,1,1,0,0
96034,1,3,2,2
96035,13,20,7,0.538461538
96037,2,3,1,0.5
96038,2,2,0,0
96039,2,2,0,0
96040,2,3,1,0.5
96041,9,10,1,0.111111111
96044,4,6,2,0.5
96046,1,3,2,2
96047,9,11,2,0.222222222
96048,4,8,4,1
96049,8,11,3,0.375
96050,3,3,0,0
96051,13,19,6,0.461538462
96052,17,18,1,0.058823529
96054,,,0,NaN
96055,26,29,3,0.115384615
96056,7,8,1,0.142857143
96057,11,12,1,0.090909091
96058,,3,3,NaN
96059,1,4,3,3
96061,,1,1,NaN
96062,15,18,3,0.2
96063,1,1,0,0
96064,16,25,9,0.5625
96065,2,2,0,0
96067,132,158,26,0.196969697
96068,,,0,NaN
96069,14,17,3,0.214285714
96073,80,101,21,0.2625
96074,,,0,NaN
96075,2,3,1,0.5
96076,,,0,NaN
96078,1,1,0,0
96080,197,252,55,0.279187817
96084,3,8,5,1.666666667
96085,1,1,0,0
96086,,,0,NaN
96087,9,8,-1,-0.111111111
96088,31,41,10,0.322580645
96089,2,2,0,0
96090,2,3,1,0.5
96091,2,3,1,0.5
96092,2,3,1,0.5
96093,35,44,9,0.257142857
96094,57,74,17,0.298245614
96096,11,8,-3,-0.272727273
96097,37,48,11,0.297297297
96099,10,14,4,0.4
96101,5,14,9,1.8
96103,9,12,3,0.333333333
96104,1,2,1,1
96105,1,2,1,1
96106,6,7,1,0.166666667
96107,6,4,-2,-0.333333333
96108,1,2,1,1
96109,2,,-2,-1
96111,1,,-1,-1
96112,,1,1,NaN
96113,,1,1,NaN
96114,8,11,3,0.375
96117,1,2,1,1
96118,8,8,0,0
96119,,1,1,NaN
96120,20,27,7,0.35
96121,,,0,NaN
96122,24,29,5,0.208333333
96124,2,2,0,0
96125,4,7,3,0.75
96126,3,3,0,0
96127,1,1,0,0
96128,2,2,0,0
96129,2,3,1,0.5
96130,34,39,5,0.147058824
96133,2,2,0,0
96134,3,4,1,0.333333333
96136,,,0,NaN
96137,18,22,4,0.222222222
96140,38,51,13,0.342105263
96141,14,16,2,0.142857143
96142,16,17,1,0.0625
96143,28,42,14,0.5
96145,112,133,21,0.1875
96146,46,62,16,0.347826087
96148,20,32,12,0.6
96150,308,425,117,0.37987013
96151,11,17,6,0.545454545
96155,7,6,-1,-0.142857143
96158,16,21,5,0.3125
96160,22,37,15,0.681818182
96161,746,944,198,0.26541555
96162,14,21,7,0.5
